Rate,Depth,Thick,Temp,Perm,Poro,Time,Weight
200,1522,500,80,9,0.1,1,0.073
200,1518,500,80,9,0.1,1,0.073
200,1518,500,80,9,0.1,1,0.073
200,1526,500,80,9,0.1,1,0.073
200,1555,500,80,9,0.1,1,0.073
200,1524,500,80,9,0.1,1,0.073
200,1525,500,80,9,0.1,1,0.073
200,1528,500,80,9,0.1,1,0.073
200,1523,500,80,9,0.1,1,0.073
200,1526,500,80,9,0.1,1,0.073
200,1567,500,80,9,0.1,1,0.073
200,1524,500,80,9,0.1,1,0.073
200,1558,500,80,9,0.1,1,0.073
200,1557,500,80,9,0.1,1,0.073
200,1570,500,80,9,0.1,1,0.073
200,1527,500,80,9,0.1,1,0.073
200,1554,500,80,9,0.1,1,0.073
200,1530,500,80,9,0.1,1,0.073
200,1520,500,80,9,0.1,1,0.073
200,1520,500,80,9,0.1,1,0.073
200,1556,500,80,9,0.1,1,0.073
200,1519,500,80,9,0.1,1,0.073
200,1524,500,80,9,0.1,1,0.073
200,1526,500,80,9,0.1,1,0.073
200,1522,500,80,9,0.1,1,0.073
200,1527,500,80,9,0.1,1,0.073
200,1531,500,80,9,0.1,1,0.073
200,1561,500,80,9,0.1,1,0.073
200,1525,500,80,9,0.1,1,0.073
200,1567,500,80,9,0.1,1,0.073
200,1540,500,80,9,0.1,1,0.073
200,1567,500,80,9,0.1,1,0.073
200,1567,500,80,9,0.1,1,0.073
200,1559,500,80,9,0.1,1,0.073
200,1569,500,80,9,0.1,1,0.073
200,1561,500,80,9,0.1,1,0.073
200,1523,500,80,9,0.1,1,0.073
200,1523,500,80,9,0.1,1,0.073
200,1522,500,80,9,0.1,1,0.073
200,1521,500,80,9,0.1,1,0.073
200,1530,500,80,9,0.1,1,0.073
200,1530,500,80,9,0.1,1,0.073
200,1533,500,80,9,0.1,1,0.073
200,1533,500,80,9,0.1,1,0.073
200,1521,500,80,9,0.1,1,0.073
200,1523,500,80,9,0.1,1,0.073
200,1567,500,80,9,0.1,1,0.073
200,1530,500,80,9,0.1,1,0.073
200,1530,500,80,9,0.1,1,0.073
200,1523,500,80,9,0.1,1,0.073
200,1522,500,80,9,0.1,1,0.073
200,1529,500,80,9,0.1,1,0.073
200,1548,500,80,9,0.1,1,0.073
200,1528,500,80,9,0.1,1,0.073
200,1530,500,80,9,0.1,1,0.073
200,1529,500,80,9,0.1,1,0.073
200,1571,500,80,9,0.1,1,0.073
200,1562,500,80,9,0.1,1,0.073
200,1570,500,80,9,0.1,1,0.073
200,1588,500,80,9,0.1,1,0.073
200,1588,500,80,9,0.1,1,0.073
200,1588,500,80,9,0.1,1,0.073
200,1572,500,80,9,0.1,1,0.073
200,1531,500,80,9,0.1,1,0.073
200,1527,500,80,9,0.1,1,0.073
200,1570,500,80,9,0.1,1,0.073
200,1524,500,80,9,0.1,1,0.073
200,1567,500,80,9,0.1,1,0.073
200,1528,500,80,9,0.1,1,0.073
200,1526,500,80,9,0.1,1,0.073
200,1535,500,80,9,0.1,1,0.073
200,1524,500,80,9,0.1,1,0.073
200,1535,500,80,9,0.1,1,0.073
200,1532,500,80,9,0.1,1,0.073
200,1589,500,80,9,0.1,1,0.073
200,1532,500,80,9,0.1,1,0.073
200,1532,500,80,9,0.1,1,0.073
200,1530,500,80,9,0.1,1,0.073
200,1566,500,80,9,0.1,1,0.073
200,1530,500,80,9,0.1,1,0.073
200,1528,500,80,9,0.1,1,0.073
200,1534,500,80,9,0.1,1,0.073
200,1590,500,80,9,0.1,1,0.073
200,1586,500,80,9,0.1,1,0.073
200,1581,500,80,9,0.1,1,0.073
200,1556,500,80,9,0.1,1,0.073
200,1556,500,80,9,0.1,1,0.073
200,1588,500,80,9,0.1,1,0.073
